Informações do equipamento,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,ID do Transformador,gas,x,Fabricante,Ano de Fabricação,Potência KVA,Tensão KV,Volume de Óleo,Data de Amostragem,Condição de Operação
,,,,,,,,TR22,Etano,0.0,,,,,,2024-05-13,Normal
,,,,,,,,TR22,Etano,0.0,,,,,,2024-01-28,Normal
,,,,,,,,TR22,Etano,0.0,,,,,,2023-07-28,Normal
,,,,,,,,TR22,Etano,0.0,,,,,,2023-02-15,Normal
,,,,,,,,TR22,Etano,0.0,,,,,,2022-07-07,Normal
,,,,,,,,TR22,Etano,0.0,,,,,,2022-01-25,Normal
,,,,,,,,TR22,Etano,0.0,,,,,,2021-08-04,Normal
,,,,,,,,TR22,Etano,0.0,,,,,,2021-02-22,Normal
,,,,,,,,TR22,Acetileno,0.0,WEG,2019.0,150000.0,230.0,47890.0,2026-05-27,Normal
,,,,,,,,TR22,Acetileno,0.0,,,,,,2025-11-27,Normal
,,,,,,,,TR22,Acetileno,0.0,,,,,,2025-03-19,Normal
,,,,,,,,TR22,Acetileno,0.0,,,,,,2024-05-13,Normal
,,,,,,,,TR22,Acetileno,0.0,,,,,,2024-01-28,Normal
,,,,,,,,TR22,Acetileno,0.0,,,,,,2023-07-28,Normal
,,,,,,,,TR22,Acetileno,0.0,,,,,,2023-02-15,Normal
,,,,,,,,TR22,Acetileno,0.0,,,,,,2022-07-07,Normal
,,,,,,,,TR22,Acetileno,0.0,,,,,,2022-01-25,Normal
,,,,,,,,TR22,Acetileno,0.0,,,,,,2021-08-04,Normal
,,,,,,,,TR22,Acetileno,0.0,,,,,,2021-02-22,Normal
,,,,,,,,TR23,Hidrogênio,2.0,COMTRAFO,2011.0,26600.0,69.0,10500.0,2026-05-12,Normal
,,,,,,,,TR23,Hidrogênio,6.0,,,,,,2025-04-10,Normal
,,,,,,,,TR23,Hidrogênio,72.0,,,,,,2024-11-14,Normal
,,,,,,,,TR23,Hidrogênio,3.0,,,,,,2024-05-21,Normal
,,,,,,,,TR23,Hidrogênio,5.0,,,,,,2023-11-03,Normal
,,,,,,,,TR23,Hidrogênio,7.0,,,,,,2023-05-24,Normal
,,,,,,,,TR23,Monóxido de Carbono,190.0,COMTRAFO,2011.0,26600.0,69.0,10500.0,2026-05-12,Normal
,,,,,,,,TR23,Monóxido de Carbono,278.0,,,,,,2025-04-10,Normal
,,,,,,,,TR23,Monóxido de Carbono,385.0,,,,,,2024-11-14,Normal
,,,,,,,,TR23,Monóxido de Carbono,268.0,,,,,,2024-05-21,Normal
,,,,,,,,TR23,Monóxido de Carbono,261.0,,,,,,2023-11-03,Normal
,,,,,,,,TR23,Monóxido de Carbono,227.0,,,,,,2023-05-24,Normal
,,,,,,,,TR23,Metano,3.0,COMTRAFO,2011.0,26600.0,69.0,10500.0,2026-05-12,Normal
,,,,,,,,TR23,Metano,2.0,,,,,,2025-04-10,Normal
,,,,,,,,TR23,Metano,2.0,,,,,,2024-11-14,Normal
,,,,,,,,TR23,Metano,2.0,,,,,,2024-05-21,Normal
,,,,,,,,TR23,Metano,2.0,,,,,,2023-11-03,Normal
,,,,,,,,TR23,Metano,1.0,,,,,,2023-05-24,Normal
,,,,,,,,TR23,Dióxido de Carbono,1724.0,COMTRAFO,2011.0,26600.0,69.0,10500.0,2026-05-12,Normal
,,,,,,,,TR23,Dióxido de Carbono,1461.0,,,,,,2025-04-10,Normal
,,,,,,,,TR23,Dióxido de Carbono,5693.0,,,,,,2024-11-14,Normal
,,,,,,,,TR23,Dióxido de Carbono,2018.0,,,,,,2024-05-21,Normal
,,,,,,,,TR23,Dióxido de Carbono,1898.0,,,,,,2023-11-03,Normal
,,,,,,,,TR23,Dióxido de Carbono,1312.0,,,,,,2023-05-24,Normal
,,,,,,,,TR23,Etileno,13.0,COMTRAFO,2011.0,26600.0,69.0,10500.0,2026-05-12,Normal
,,,,,,,,TR23,Etileno,11.0,,,,,,2025-04-10,Normal
,,,,,,,,TR23,Etileno,16.0,,,,,,2024-11-14,Normal
,,,,,,,,TR23,Etileno,14.0,,,,,,2024-05-21,Normal
,,,,,,,,TR23,Etileno,14.0,,,,,,2023-11-03,Normal
,,,,,,,,TR23,Etileno,11.0,,,,,,2023-05-24,Normal
,,,,,,,,TR23,Etano,0.0,COMTRAFO,2011.0,26600.0,69.0,10500.0,2026-05-12,Normal
,,,,,,,,TR23,Etano,0.0,,,,,,2025-04-10,Normal
,,,,,,,,TR23,Etano,0.0,,,,,,2024-11-14,Normal
,,,,,,,,TR23,Etano,0.0,,,,,,2024-05-21,Normal
,,,,,,,,TR23,Etano,0.0,,,,,,2023-11-03,Normal
,,,,,,,,TR23,Etano,0.0,,,,,,2023-05-24,Normal
,,,,,,,,TR23,Acetileno,0.0,COMTRAFO,2011.0,26600.0,69.0,10500.0,2026-05-12,Normal
,,,,,,,,TR23,Acetileno,0.0,,,,,,2025-04-10,Normal
,,,,,,,,TR23,Acetileno,0.0,,,,,,2024-11-14,Normal
,,,,,,,,TR23,Acetileno,0.0,,,,,,2024-05-21,Normal
,,,,,,,,TR23,Acetileno,0.0,,,,,,2023-11-03,Normal
,,,,,,,,TR23,Acetileno,0.0,,,,,,2023-05-24,Normal
,,,,,,,,TR24,Hidrogênio,8.0,SIEMENS,2017.0,100000.0,500.0,26800.0,2026-02-09,Normal
,,,,,,,,TR24,Hidrogênio,0.0,,,,,,2025-09-02,Normal
,,,,,,,,TR24,Hidrogênio,2.0,,,,,,2025-02-10,Normal
,,,,,,,,TR24,Hidrogênio,3.0,,,,,,2024-08-24,Normal
,,,,,,,,TR24,Hidrogênio,5.0,,,,,,2022-08-17,Normal
,,,,,,,,TR24,Hidrogênio,5.0,,,,,,2022-03-09,Normal
,,,,,,,,TR24,Hidrogênio,0.0,,,,,,2021-08-26,Normal
,,,,,,,,TR24,Hidrogênio,8.0,,,,,,2021-03-02,Normal
,,,,,,,,TR24,Hidrogênio,7.0,,,,,,2020-09-10,Normal
,,,,,,,,TR24,Hidrogênio,8.0,,,,,,2020-02-12,Normal
,,,,,,,,TR24,Hidrogênio,5.0,,,,,,2019-09-03,Normal
,,,,,,,,TR24,Hidrogênio,15.0,,,,,,2019-02-12,Normal
,,,,,,,,TR24,Monóxido de Carbono,831.0,SIEMENS,2017.0,100000.0,500.0,26800.0,2026-02-09,Normal
,,,,,,,,TR24,Monóxido de Carbono,90.0,,,,,,2025-09-02,Normal
,,,,,,,,TR24,Monóxido de Carbono,571.0,,,,,,2025-02-10,Normal
,,,,,,,,TR24,Monóxido de Carbono,595.0,,,,,,2024-08-24,Normal
,,,,,,,,TR24,Monóxido de Carbono,446.0,,,,,,2022-08-17,Normal
,,,,,,,,TR24,Monóxido de Carbono,583.0,,,,,,2022-03-09,Normal
,,,,,,,,TR24,Monóxido de Carbono,350.0,,,,,,2021-08-26,Normal
,,,,,,,,TR24,Monóxido de Carbono,507.0,,,,,,2021-03-02,Normal
,,,,,,,,TR24,Monóxido de Carbono,480.0,,,,,,2020-09-10,Normal
,,,,,,,,TR24,Monóxido de Carbono,465.0,,,,,,2020-02-12,Normal
,,,,,,,,TR24,Monóxido de Carbono,336.0,,,,,,2019-09-03,Normal
,,,,,,,,TR24,Monóxido de Carbono,108.0,,,,,,2019-02-12,Normal
,,,,,,,,TR24,Metano,22.0,SIEMENS,2017.0,100000.0,500.0,26800.0,2026-02-09,Normal
,,,,,,,,TR24,Metano,4.0,,,,,,2025-09-02,Normal
,,,,,,,,TR24,Metano,7.0,,,,,,2025-02-10,Normal
,,,,,,,,TR24,Metano,13.0,,,,,,2024-08-24,Normal
,,,,,,,,TR24,Metano,10.0,,,,,,2022-08-17,Normal
,,,,,,,,TR24,Metano,9.0,,,,,,2022-03-09,Normal
,,,,,,,,TR24,Metano,5.0,,,,,,2021-08-26,Normal
,,,,,,,,TR24,Metano,5.0,,,,,,2021-03-02,Normal
,,,,,,,,TR24,Metano,5.0,,,,,,2020-09-10,Normal
,,,,,,,,TR24,Metano,6.0,,,,,,2020-02-12,Normal
,,,,,,,,TR24,Metano,4.0,,,,,,2019-09-03,Normal
,,,,,,,,TR24,Metano,2.0,,,,,,2019-02-12,Normal
,,,,,,,,TR24,Dióxido de Carbono,2429.0,SIEMENS,2017.0,100000.0,500.0,26800.0,2026-02-09,Normal
,,,,,,,,TR24,Dióxido de Carbono,1483.0,,,,,,2025-09-02,Normal
,,,,,,,,TR24,Dióxido de Carbono,1461.0,,,,,,2025-02-10,Normal
,,,,,,,,TR24,Dióxido de Carbono,1817.0,,,,,,2024-08-24,Normal
,,,,,,,,TR24,Dióxido de Carbono,1280.0,,,,,,2022-08-17,Normal
,,,,,,,,TR24,Dióxido de Carbono,2176.0,,,,,,2022-03-09,Normal
,,,,,,,,TR24,Dióxido de Carbono,1268.0,,,,,,2021-08-26,Normal
,,,,,,,,TR24,Dióxido de Carbono,1482.0,,,,,,2021-03-02,Normal
,,,,,,,,TR24,Dióxido de Carbono,1268.0,,,,,,2020-09-10,Normal
,,,,,,,,TR24,Dióxido de Carbono,1087.0,,,,,,2020-02-12,Normal
,,,,,,,,TR24,Dióxido de Carbono,1149.0,,,,,,2019-09-03,Normal
,,,,,,,,TR24,Dióxido de Carbono,355.0,,,,,,2019-02-12,Normal
,,,,,,,,TR24,Etileno,3.0,SIEMENS,2017.0,100000.0,500.0,26800.0,2026-02-09,Normal
,,,,,,,,TR24,Etileno,0.0,,,,,,2025-09-02,Normal
,,,,,,,,TR24,Etileno,0.0,,,,,,2025-02-10,Normal
,,,,,,,,TR24,Etileno,1.0,,,,,,2024-08-24,Normal
,,,,,,,,TR24,Etileno,0.0,,,,,,2022-08-17,Normal
,,,,,,,,TR24,Etileno,0.0,,,,,,2022-03-09,Normal
,,,,,,,,TR24,Etileno,0.0,,,,,,2021-08-26,Normal
,,,,,,,,TR24,Etileno,0.0,,,,,,2021-03-02,Normal
,,,,,,,,TR24,Etileno,1.0,,,,,,2020-09-10,Normal
,,,,,,,,TR24,Etileno,0.0,,,,,,2020-02-12,Normal
,,,,,,,,TR24,Etileno,0.0,,,,,,2019-09-03,Normal
,,,,,,,,TR24,Etileno,0.0,,,,,,2019-02-12,Normal
,,,,,,,,TR24,Etano,2.0,SIEMENS,2017.0,100000.0,500.0,26800.0,2026-02-09,Normal
,,,,,,,,TR24,Etano,0.0,,,,,,2025-09-02,Normal
,,,,,,,,TR24,Etano,0.0,,,,,,2025-02-10,Normal
,,,,,,,,TR24,Etano,1.0,,,,,,2024-08-24,Normal
,,,,,,,,TR24,Etano,1.0,,,,,,2022-08-17,Normal
,,,,,,,,TR24,Etano,1.0,,,,,,2022-03-09,Normal
,,,,,,,,TR24,Etano,0.0,,,,,,2021-08-26,Normal
,,,,,,,,TR24,Etano,0.0,,,,,,2021-03-02,Normal
,,,,,,,,TR24,Etano,0.0,,,,,,2020-09-10,Normal
,,,,,,,,TR24,Etano,0.0,,,,,,2020-02-12,Normal
,,,,,,,,TR24,Etano,0.0,,,,,,2019-09-03,Normal
,,,,,,,,TR24,Etano,8.0,,,,,,2019-02-12,Normal
,,,,,,,,TR24,Acetileno,0.0,SIEMENS,2017.0,100000.0,500.0,26800.0,2026-02-09,Normal
,,,,,,,,TR24,Acetileno,0.0,,,,,,2025-09-02,Normal
,,,,,,,,TR24,Acetileno,0.0,,,,,,2025-02-10,Normal
,,,,,,,,TR24,Acetileno,0.0,,,,,,2024-08-24,Normal
,,,,,,,,TR24,Acetileno,0.0,,,,,,2022-08-17,Normal
,,,,,,,,TR24,Acetileno,0.0,,,,,,2022-03-09,Normal
,,,,,,,,TR24,Acetileno,0.0,,,,,,2021-08-26,Normal
,,,,,,,,TR24,Acetileno,0.0,,,,,,2021-03-02,Normal
,,,,,,,,TR24,Acetileno,0.0,,,,,,2020-09-10,Normal
,,,,,,,,TR24,Acetileno,0.0,,,,,,2020-02-12,Normal
,,,,,,,,TR24,Acetileno,0.0,,,,,,2019-09-03,Normal
,,,,,,,,TR24,Acetileno,0.0,,,,,,2019-02-12,Normal
,,,,,,,,TR25,Hidrogênio,10.0,WEG,2021.0,12500.0,69.0,8350.0,2026-05-12,Normal
,,,,,,,,TR25,Hidrogênio,3.0,,,,,,2025-12-23,Normal
,,,,,,,,TR25,Hidrogênio,13.0,,,,,,2024-11-19,Normal
,,,,,,,,TR25,Hidrogênio,17.0,,,,,,2024-06-17,Normal
,,,,,,,,TR25,Hidrogênio,12.0,,,,,,2023-06-20,Normal
,,,,,,,,TR25,Hidrogênio,3.0,,,,,,2022-05-12,Normal
,,,,,,,,TR25,Monóxido de Carbono,389.0,WEG,2021.0,12500.0,69.0,8350.0,2026-05-12,Normal
,,,,,,,,TR25,Monóxido de Carbono,412.0,,,,,,2025-12-23,Normal
,,,,,,,,TR25,Monóxido de Carbono,614.0,,,,,,2024-11-19,Normal
,,,,,,,,TR25,Monóxido de Carbono,767.0,,,,,,2024-06-17,Normal
,,,,,,,,TR25,Monóxido de Carbono,116.0,,,,,,2023-06-20,Normal
,,,,,,,,TR25,Monóxido de Carbono,11.0,,,,,,2022-05-12,Normal
,,,,,,,,TR25,Metano,6.0,WEG,2021.0,12500.0,69.0,8350.0,2026-05-12,Normal
,,,,,,,,TR25,Metano,7.0,,,,,,2025-12-23,Normal
,,,,,,,,TR25,Metano,3.0,,,,,,2024-11-19,Normal
,,,,,,,,TR25,Metano,2.0,,,,,,2024-06-17,Normal
,,,,,,,,TR25,Metano,1.0,,,,,,2023-06-20,Normal
,,,,,,,,TR25,Metano,0.0,,,,,,2022-05-12,Normal
,,,,,,,,TR25,Dióxido de Carbono,1491.0,WEG,2021.0,12500.0,69.0,8350.0,2026-05-12,Normal
,,,,,,,,TR25,Dióxido de Carbono,1875.0,,,,,,2025-12-23,Normal
,,,,,,,,TR25,Dióxido de Carbono,3608.0,,,,,,2024-11-19,Normal
,,,,,,,,TR25,Dióxido de Carbono,1273.0,,,,,,2024-06-17,Normal
,,,,,,,,TR25,Dióxido de Carbono,226.0,,,,,,2023-06-20,Normal
,,,,,,,,TR25,Dióxido de Carbono,59.0,,,,,,2022-05-12,Normal
,,,,,,,,TR25,Etileno,1.0,WEG,2021.0,12500.0,69.0,8350.0,2026-05-12,Normal
,,,,,,,,TR25,Etileno,0.0,,,,,,2025-12-23,Normal
,,,,,,,,TR25,Etileno,0.0,,,,,,2024-11-19,Normal
,,,,,,,,TR25,Etileno,0.0,,,,,,2024-06-17,Normal
,,,,,,,,TR25,Etileno,0.0,,,,,,2023-06-20,Normal
,,,,,,,,TR25,Etileno,0.0,,,,,,2022-05-12,Normal
,,,,,,,,TR25,Etano,0.0,WEG,2021.0,12500.0,69.0,8350.0,2026-05-12,Normal
,,,,,,,,TR25,Etano,0.0,,,,,,2025-12-23,Normal
,,,,,,,,TR25,Etano,0.0,,,,,,2024-11-19,Normal
,,,,,,,,TR25,Etano,0.0,,,,,,2024-06-17,Normal
,,,,,,,,TR25,Etano,0.0,,,,,,2023-06-20,Normal
,,,,,,,,TR25,Etano,0.0,,,,,,2022-05-12,Normal
,,,,,,,,TR25,Acetileno,0.0,WEG,2021.0,12500.0,69.0,8350.0,2026-05-12,Normal
,,,,,,,,TR25,Acetileno,0.0,,,,,,2025-12-23,Normal
,,,,,,,,TR25,Acetileno,0.0,,,,,,2024-11-19,Normal
,,,,,,,,TR25,Acetileno,0.0,,,,,,2024-06-17,Normal
,,,,,,,,TR25,Acetileno,0.0,,,,,,2023-06-20,Normal
,,,,,,,,TR25,Acetileno,0.0,,,,,,2022-05-12,Normal
,,,,,,,,TR26,Hidrogênio,7.0,ABB,2019.0,2500.0,34.5,1458.0,2026-04-09,Atenção
,,,,,,,,TR26,Hidrogênio,11.0,,,,,,2025-08-25,Normal
,,,,,,,,TR26,Hidrogênio,11.0,,,,,,2024-10-29,Normal
,,,,,,,,TR26,Hidrogênio,12.0,,,,,,2024-03-20,Normal
,,,,,,,,TR26,Hidrogênio,13.0,,,,,,2023-08-18,Normal
,,,,,,,,TR26,Hidrogênio,8.0,,,,,,2023-03-03,Normal
,,,,,,,,TR26,Hidrogênio,18.0,,,,,,2022-08-30,Normal
,,,,,,,,TR26,Hidrogênio,20.0,,,,,,2022-03-11,Normal
,,,,,,,,TR26,Hidrogênio,4.0,,,,,,2021-09-14,Normal
,,,,,,,,TR26,Hidrogênio,5.0,,,,,,2021-01-22,Normal
,,,,,,,,TR26,Hidrogênio,4.0,,,,,,2020-06-24,Normal
,,,,,,,,TR26,Monóxido de Carbono,481.0,ABB,2019.0,2500.0,34.5,1458.0,2026-04-09,Atenção
,,,,,,,,TR26,Monóxido de Carbono,85.0,,,,,,2025-08-25,Normal
,,,,,,,,TR26,Monóxido de Carbono,73.0,,,,,,2024-10-29,Normal
,,,,,,,,TR26,Monóxido de Carbono,129.0,,,,,,2024-03-20,Normal
,,,,,,,,TR26,Monóxido de Carbono,74.0,,,,,,2023-08-18,Normal
,,,,,,,,TR26,Monóxido de Carbono,42.0,,,,,,2023-03-03,Normal
,,,,,,,,TR26,Monóxido de Carbono,152.0,,,,,,2022-08-30,Normal
,,,,,,,,TR26,Monóxido de Carbono,132.0,,,,,,2022-03-11,Normal
,,,,,,,,TR26,Monóxido de Carbono,69.0,,,,,,2021-09-14,Normal
,,,,,,,,TR26,Monóxido de Carbono,44.0,,,,,,2021-01-22,Normal
,,,,,,,,TR26,Monóxido de Carbono,45.0,,,,,,2020-06-24,Normal
,,,,,,,,TR26,Metano,3.0,ABB,2019.0,2500.0,34.5,1458.0,2026-04-09,Atenção
,,,,,,,,TR26,Metano,3.0,,,,,,2025-08-25,Normal
,,,,,,,,TR26,Metano,3.0,,,,,,2024-10-29,Normal
,,,,,,,,TR26,Metano,3.0,,,,,,2024-03-20,Normal
,,,,,,,,TR26,Metano,2.0,,,,,,2023-08-18,Normal
,,,,,,,,TR26,Metano,2.0,,,,,,2023-03-03,Normal
,,,,,,,,TR26,Metano,6.0,,,,,,2022-08-30,Normal
,,,,,,,,TR26,Metano,4.0,,,,,,2022-03-11,Normal
,,,,,,,,TR26,Metano,3.0,,,,,,2021-09-14,Normal
,,,,,,,,TR26,Metano,1.0,,,,,,2021-01-22,Normal
,,,,,,,,TR26,Metano,1.0,,,,,,2020-06-24,Normal
,,,,,,,,TR26,Dióxido de Carbono,3380.0,ABB,2019.0,2500.0,34.5,1458.0,2026-04-09,Atenção
,,,,,,,,TR26,Dióxido de Carbono,2228.0,,,,,,2025-08-25,Normal
,,,,,,,,TR26,Dióxido de Carbono,1478.0,,,,,,2024-10-29,Normal
,,,,,,,,TR26,Dióxido de Carbono,1485.0,,,,,,2024-03-20,Normal
,,,,,,,,TR26,Dióxido de Carbono,933.0,,,,,,2023-08-18,Normal
,,,,,,,,TR26,Dióxido de Carbono,888.0,,,,,,2023-03-03,Normal
,,,,,,,,TR26,Dióxido de Carbono,1878.0,,,,,,2022-08-30,Normal
,,,,,,,,TR26,Dióxido de Carbono,828.0,,,,,,2022-03-11,Normal
,,,,,,,,TR26,Dióxido de Carbono,553.0,,,,,,2021-09-14,Normal
,,,,,,,,TR26,Dióxido de Carbono,289.0,,,,,,2021-01-22,Normal
,,,,,,,,TR26,Dióxido de Carbono,234.0,,,,,,2020-06-24,Normal
,,,,,,,,TR26,Etileno,21.0,ABB,2019.0,2500.0,34.5,1458.0,2026-04-09,Atenção
,,,,,,,,TR26,Etileno,0.0,,,,,,2025-08-25,Normal
,,,,,,,,TR26,Etileno,0.0,,,,,,2024-10-29,Normal
,,,,,,,,TR26,Etileno,0.0,,,,,,2024-03-20,Normal
,,,,,,,,TR26,Etileno,0.0,,,,,,2023-08-18,Normal
,,,,,,,,TR26,Etileno,0.0,,,,,,2023-03-03,Normal
,,,,,,,,TR26,Etileno,0.0,,,,,,2022-08-30,Normal
,,,,,,,,TR26,Etileno,0.0,,,,,,2022-03-11,Normal
,,,,,,,,TR26,Etileno,0.0,,,,,,2021-09-14,Normal
,,,,,,,,TR26,Etileno,0.0,,,,,,2021-01-22,Normal
,,,,,,,,TR26,Etileno,0.0,,,,,,2020-06-24,Normal
,,,,,,,,TR26,Etano,1.0,ABB,2019.0,2500.0,34.5,1458.0,2026-04-09,Atenção
,,,,,,,,TR26,Etano,1.0,,,,,,2025-08-25,Normal
,,,,,,,,TR26,Etano,1.0,,,,,,2024-10-29,Normal
,,,,,,,,TR26,Etano,1.0,,,,,,2024-03-20,Normal
,,,,,,,,TR26,Etano,0.0,,,,,,2023-08-18,Normal
,,,,,,,,TR26,Etano,0.0,,,,,,2023-03-03,Normal
,,,,,,,,TR26,Etano,1.0,,,,,,2022-08-30,Normal
,,,,,,,,TR26,Etano,1.0,,,,,,2022-03-11,Normal
,,,,,,,,TR26,Etano,1.0,,,,,,2021-09-14,Normal
,,,,,,,,TR26,Etano,0.0,,,,,,2021-01-22,Normal
,,,,,,,,TR26,Etano,0.0,,,,,,2020-06-24,Normal
,,,,,,,,TR26,Acetileno,0.0,ABB,2019.0,2500.0,34.5,1458.0,2026-04-09,Atenção
,,,,,,,,TR26,Acetileno,0.0,,,,,,2025-08-25,Normal
,,,,,,,,TR26,Acetileno,0.0,,,,,,2024-10-29,Normal
,,,,,,,,TR26,Acetileno,0.0,,,,,,2024-03-20,Normal
,,,,,,,,TR26,Acetileno,0.0,,,,,,2023-08-18,Normal
,,,,,,,,TR26,Acetileno,0.0,,,,,,2023-03-03,Normal
,,,,,,,,TR26,Acetileno,0.0,,,,,,2022-08-30,Normal
,,,,,,,,TR26,Acetileno,0.0,,,,,,2022-03-11,Normal
,,,,,,,,TR26,Acetileno,0.0,,,,,,2021-09-14,Normal
,,,,,,,,TR26,Acetileno,0.0,,,,,,2021-01-22,Normal
,,,,,,,,TR26,Acetileno,0.0,,,,,,2020-06-24,Normal
,,,,,,,,TR27,Hidrogênio,12.0,ALSTOM,2013.0,65000.0,500.0,14600.0,2026-04-23,Atenção
,,,,,,,,TR27,Hidrogênio,5.0,,,,,,2026-06-08,Atenção
,,,,,,,,TR27,Hidrogênio,9.0,,,,,,2025-10-24,Normal
,,,,,,,,TR27,Hidrogênio,8.0,,,,,,2025-04-28,Normal
,,,,,,,,TR27,Hidrogênio,9.0,,,,,,2024-10-28,Normal
,,,,,,,,TR27,Hidrogênio,9.0,,,,,,2024-04-23,Normal
,,,,,,,,TR27,Hidrogênio,4.0,,,,,,2023-10-22,Normal
,,,,,,,,TR27,Hidrogênio,2.0,,,,,,2023-04-20,Normal
,,,,,,,,TR27,Hidrogênio,1.0,,,,,,2022-11-06,Normal
,,,,,,,,TR27,Hidrogênio,4.0,,,,,,2021-11-18,Normal
,,,,,,,,TR27,Hidrogênio,8.0,,,,,,2021-11-18,Normal
,,,,,,,,TR27,Hidrogênio,8.0,,,,,,2021-11-18,Normal
,,,,,,,,TR27,Hidrogênio,8.0,,,,,,2021-05-04,Normal
,,,,,,,,TR27,Hidrogênio,12.0,,,,,,2021-05-04,Normal
,,,,,,,,TR27,Hidrogênio,4.0,,,,,,2021-05-04,Normal
,,,,,,,,TR27,Monóxido de Carbono,470.0,ALSTOM,2013.0,65000.0,500.0,14600.0,2026-04-23,Atenção
,,,,,,,,TR27,Monóxido de Carbono,284.0,,,,,,2026-06-08,Atenção
,,,,,,,,TR27,Monóxido de Carbono,345.0,,,,,,2025-10-24,Normal
,,,,,,,,TR27,Monóxido de Carbono,529.0,,,,,,2025-04-28,Normal
,,,,,,,,TR27,Monóxido de Carbono,498.0,,,,,,2024-10-28,Normal
,,,,,,,,TR27,Monóxido de Carbono,528.0,,,,,,2024-04-23,Normal
,,,,,,,,TR27,Monóxido de Carbono,402.0,,,,,,2023-10-22,Normal
,,,,,,,,TR27,Monóxido de Carbono,492.0,,,,,,2023-04-20,Normal
,,,,,,,,TR27,Monóxido de Carbono,332.0,,,,,,2022-11-06,Normal
,,,,,,,,TR27,Monóxido de Carbono,457.0,,,,,,2021-11-18,Normal
,,,,,,,,TR27,Monóxido de Carbono,451.0,,,,,,2021-11-18,Normal
,,,,,,,,TR27,Monóxido de Carbono,840.0,,,,,,2021-11-18,Normal
,,,,,,,,TR27,Monóxido de Carbono,448.0,,,,,,2021-05-04,Normal
,,,,,,,,TR27,Monóxido de Carbono,451.0,,,,,,2021-05-04,Normal
,,,,,,,,TR27,Monóxido de Carbono,457.0,,,,,,2021-05-04,Normal
,,,,,,,,TR27,Metano,89.0,ALSTOM,2013.0,65000.0,500.0,14600.0,2026-04-23,Atenção
,,,,,,,,TR27,Metano,62.0,,,,,,2026-06-08,Atenção
,,,,,,,,TR27,Metano,63.0,,,,,,2025-10-24,Normal
,,,,,,,,TR27,Metano,142.0,,,,,,2025-04-28,Normal
,,,,,,,,TR27,Metano,68.0,,,,,,2024-10-28,Normal
,,,,,,,,TR27,Metano,78.0,,,,,,2024-04-23,Normal
,,,,,,,,TR27,Metano,107.0,,,,,,2023-10-22,Normal
,,,,,,,,TR27,Metano,40.0,,,,,,2023-04-20,Normal
,,,,,,,,TR27,Metano,44.0,,,,,,2022-11-06,Normal
,,,,,,,,TR27,Metano,47.0,,,,,,2021-11-18,Normal
,,,,,,,,TR27,Metano,41.0,,,,,,2021-11-18,Normal
,,,,,,,,TR27,Metano,89.0,,,,,,2021-11-18,Normal
,,,,,,,,TR27,Metano,34.0,,,,,,2021-05-04,Normal
,,,,,,,,TR27,Metano,41.0,,,,,,2021-05-04,Normal
,,,,,,,,TR27,Metano,47.0,,,,,,2021-05-04,Normal
,,,,,,,,TR27,Dióxido de Carbono,17644.0,ALSTOM,2013.0,65000.0,500.0,14600.0,2026-04-23,Atenção
,,,,,,,,TR27,Dióxido de Carbono,13731.0,,,,,,2026-06-08,Atenção
,,,,,,,,TR27,Dióxido de Carbono,10504.0,,,,,,2025-10-24,Normal
,,,,,,,,TR27,Dióxido de Carbono,18487.0,,,,,,2025-04-28,Normal
,,,,,,,,TR27,Dióxido de Carbono,18295.0,,,,,,2024-10-28,Normal
,,,,,,,,TR27,Dióxido de Carbono,15014.0,,,,,,2024-04-23,Normal
,,,,,,,,TR27,Dióxido de Carbono,15481.0,,,,,,2023-10-22,Normal
,,,,,,,,TR27,Dióxido de Carbono,16204.0,,,,,,2023-04-20,Normal
,,,,,,,,TR27,Dióxido de Carbono,12490.0,,,,,,2022-11-06,Normal
,,,,,,,,TR27,Dióxido de Carbono,18553.0,,,,,,2021-11-18,Normal
,,,,,,,,TR27,Dióxido de Carbono,15998.0,,,,,,2021-11-18,Normal
,,,,,,,,TR27,Dióxido de Carbono,32081.0,,,,,,2021-11-18,Normal
,,,,,,,,TR27,Dióxido de Carbono,15998.0,,,,,,2021-05-04,Normal
,,,,,,,,TR27,Dióxido de Carbono,14903.0,,,,,,2021-05-04,Normal
,,,,,,,,TR27,Dióxido de Carbono,18553.0,,,,,,2021-05-04,Normal
,,,,,,,,TR27,Etileno,6.0,ALSTOM,2013.0,65000.0,500.0,14600.0,2026-04-23,Atenção
,,,,,,,,TR27,Etileno,4.0,,,,,,2026-06-08,Atenção
,,,,,,,,TR27,Etileno,0.0,,,,,,2025-10-24,Normal
,,,,,,,,TR27,Etileno,0.0,,,,,,2025-04-28,Normal
,,,,,,,,TR27,Etileno,0.0,,,,,,2024-10-28,Normal
,,,,,,,,TR27,Etileno,0.0,,,,,,2024-04-23,Normal
,,,,,,,,TR27,Etileno,0.0,,,,,,2023-10-22,Normal
,,,,,,,,TR27,Etileno,0.0,,,,,,2023-04-20,Normal
,,,,,,,,TR27,Etileno,0.0,,,,,,2022-11-06,Normal
,,,,,,,,TR27,Etileno,0.0,,,,,,2021-11-18,Normal
,,,,,,,,TR27,Etileno,0.0,,,,,,2021-11-18,Normal
